[00:00:00,000] Speaker 0: OpenAI 很多这个 model release 都有我的名字，这个就是因为我在 OpenAI 的内部搭了整个 post training 的 RL infra。所以整个 post training 的 RL infra 你是最核心的贡献者了？是的，因为我觉得应该打破信息差，信息差是一个就是如果你在清华生存的话是一个很有用的东西，但是我应我觉得每个人都应该平等的拥有这个信息，哪怕当时有了现在的认知那还是做不出来。没有我不想发 paper，我觉得发 paper 完全没有意义。方当时说要搞一个呃 AI lab，就是后面的 DeepSeek。对，我当时是拿了 offer。如果你想进工业界那么读 PhD 就是浪费生命。教一个 researcher 如何做好 engineering 要远比教个 engineer 如何做好 research 来得难。每家的 infra 都有不同程度的 bug，然后谁修 bug，谁修的 bug 越多，那谁的模型训的就越好。Hello 大家好，本期嘉宾翁佳艺，他于 2022 年加入 OpenAI，并且是 OpenAI 一系列模型背后的核心贡献者，从 ChatGPT、GPT-4o 再到 GPT-5，你能看到的每一个模型跃迁背后都有他的身影，而他的核心贡献可以被总结为三个关键词：强化学习、post training。Infra，但对我来说，翁佳毅不只是把模型做得更强的人，在加入 OpenAI 之前他就已经用开源和代码影响过无数人，从在清华开源作业与资料试图打破信息差，到开源强化学习框架天授，做出免费签证查询系统，他把代码工具视作一种慈善。在这期播客我们会从翁佳毅的童年聊起，到清华与 CMU 的求学之路，再到2022年加入 OpenAI 之后的亲身经历，站在世界 AI 风暴中心的他看见了什么？这里是 Why Not TV Podcast，现在请和我一起进入翁佳毅的世界。Hello 嘉毅，欢迎你来到 Why Not TV Podcast。Hello Hello。啊，这个我觉得这期很奇妙的一点就是，我在给你准备这期的 outline 的时候我用的是 GPT-5 的 Deep Research，然后就相当于是你自己在背后作为核心开发者的产品和模型，然后他们自己在做 Deep Research 想这些问题，来采访你是背后他们的生产者是他们的 developer，我觉得这个是一个比较奇妙的闭环。今天我们会谈到很多部分，从你的童年成长，清华的本科经历，到 CMU 读研，再到2022年加入 OpenAI 至今的所有的核心开发的经历，我想先从最早你的童年开始，能不能给我讲讲你觉得你小时候是一个什么样的小孩？我小时候特别喜欢这个学奥数。奥数？对，我从一年级开始就开始学奥数。嗯，就是因为开始的时候呃我爸妈让我去听了这个进修校的一个奥数课跟语文课，然后我对语文完全不感兴趣但是我对奥数就
[01:12:00,000] Speaker 0: 在 100 K 的时候谁分数高？对。但是工业界可完全不 care 这个，工业界做的事儿是用 RL 去解决真实的问题。是啊。然后我意识到这一点，当我在 2022 年的 8 月意识到这一点的时候，我就已经逐步地停止了天寿的开发了，因为天寿还是针对这些 toy benchmark。对。然后我觉得我应该投入更多的时间到更有意义的事情里面，比如说在 OpenAI 内部搞好 RL Infra。所以我就主要的精力都是在呃就是维护啊或者开发这个 RL Infra。其实啊，你这个认知其实在 2022 年算是很超前的，绝对不是共识。对。你为什么当时没有打破信息差写一篇 blog 来劝我别搞？我害怕我把这个东西说出来，OpenAI 会说我泄密之类的东西，万一呢？就虽然说也没有那么泄密，但是嗯，对吧？好，我们聊 OpenAI。我特别好奇啊，就是刚刚咱们已经提了很多了，但是你在 OpenAI，你是世界上极少数从 ChatGPT3.5 GPT 4 GPT 4 V GPT 4o GPT 4.5 到 GPT 5 背后所有的核心贡献者都有你，可能有的人贡献了前半部分，有的人贡献了后半部分，但是你是从头到尾一直都在。啊。你最主要的贡献我会说是三个词：强化学习、post training 和 infra。对。呃，这些技术和背后的故事我们等会儿细聊，但是我想先问第一个问题，可能会很好回答也很不好回答，什么是强化学习？如果有反馈，如果你可以把一个环境建模然后去环境中得到反馈，那这个循环就是强化学习。通过那个反馈让它越学越好。是的。那么第二个关键词是 post training，什么是一个大语言模型的 post training？哎当时还没有 post training 呢，当时这个 team 叫 RL，然后当时根本没有什么 pretrain post train 的这个区分。哦所以你刚进 OpenAI 的时候还没有这个事儿。对。但是你刚进 OpenAI 的时候 ChatGPT 已经是主线了吗？不是，当时刚进 OpenAI 的时候就是，呃就只有那个 John Shermann 下面的 RL team，然后再去做一个这个 WebGPT 之后的一个版本，WebGPT 是一个用，呃一个 3.5 的模型去做，应该是做这个 browsing，但是当时这个 browsing 如果直接用 3.5 做的话那效果可想而知就很不好，因为这个 browsing 需要 tool call，然后
[01:15:00,000] Speaker 0: 我所以说我们当时就退而求其次，先把这个用户交互的这个体验先做好，那唯一的要解决就是 Chat，然后 Chat 就可以通过这个 instruction following 这个方式去解决，用 RLHF 呃 RLHF 的方式，对。所以你当时进去的时候 3.5 这个模型已经内部都有了？呃对，然后有，但是当时的 PPO 的那个 pipeline 非常不好用，然后呃当时其实我们用的最广的是 3.5 的 SFT，然后在那边迭代了好几次，然后后面后面才有四，然后后面后面这个四，呃 Greg 写了一个专门的这个呃 infra 来去支持如何用这个四 GPT-4 的这个训练的 infra 去支持强化学习的训练。所以你加入的时候是 2022 年 7 月？对。那个时候 3.5 已经是整个 OpenAI all in 了吗？因为距离 release 还有几个月对吧？对。你们内部当时能想象 ChatGPT 有这么大规模的成功吗？没有。你当时能够当然你可以内测那个 model 对吧？对。你有意识到这个是要 game changing 的东西吗？没有。你也没有当时感觉到，因为我我觉得就是我呢可以看，看得出来很多不足的东西，就是呃，我第一次用可能会觉得说哦 OK 这个是个会说话的模型，那也就这样吧。然后用了几次发现这个可能能够帮我解决一点代码上的问题，那也就这样吧，但也不能帮我解决那么多。然后我用了几次也没有那么想用，因为它能帮我解决的问题有限。因为你已经提前知道了这个东西，然后就是你有一个循序渐进的这个过程，然后你也不觉得它那么突然。但是呃，比如说我呃后面展示给，就是发布之后展示给身边的人看之后，然后他们就觉得很突然，然后这是我没想到的。嗯对，嗯。那当时 OpenAI 整个公司在 2022 年七月 all in ChatGPT 了吗？没有，就只有我们组在做。就是你可以看这个，就是 ChatGPT 的那个 blog 它往下拉，然后它有一个 contributor，然后 Joe Smith 应该是排第一位，然后后面的十二个人一直到赵胜佳，呃然后为止，这个赵胜佳之前，然后 Joe Smith 下一个是 Barrett，然后 Barrett 到赵胜佳的名字就是我们组的所有人。那是什么时候你意识到我在 OpenAI 的工作真的引爆了这个东西？呃可能就是发 ChatGPT，当时我在开 NeurIPS，它是十一月三十号发的，然后十二月，然后当时就是过了几天之后，然后发现这个，就我周围身边的人都
[01:18:00,000] Speaker 0: 在讨论这个 ChatGPT 这个事情，然后他们觉得很有用，并且还把这个 OpenAI 的服务器打包了好几次。对，那就是跟我当时退学一样，就是我退学的服务器也被打包好几次，然后那可能就是产生了这种那个自需求，对，自宣发的效应。嗯，对，就是大家都都是自来水，会自发地为你宣传产品，那这个是肯定是一个很好的投入的东西，值得你投入精力的一个东西。其实听起来这个，从你加入 OpenAI 做这个事儿，包括 OpenAI 内部能够推出 ChatGPT，这种东西好像都不是谁计划出来的。是的，可能是一系列的半偶然半必然的因素，而且是化学反应。是的，而且当时就是发那个 ChatGPT 也只是为了看看能不能收集一些真实的用户数据，收完之后可能五天之后关了，如果没人的话，我们期待可能一开始有什么一万两万，后面就跌回，然后就没了，就这样。实际的 curve 呢？啊实际的就是指数，对。好这是 ChatGPT 突然然当时的爆款的成功。啊，我还特好奇你刚去 OpenAI 的时候是什么体验？这个公司给你的初初初印象是什么样的？我感觉是一个大号的一个一个一个实验室吧。没有，其实没有我想象中的那么这个这个有方法论，但是很多就是有很多很强的 research 直觉的人在里面，然后他可以指明方向，然后就做就好了。但是从从这个 Barrett、Look 跟 Liam 来之后，这三个人从 Google 来之后，然后加入装满的 RL team 之后，然后我们组就变了，就开始这个引这个引进这个谷歌的先进生产力来开始迭代。对，就是谷歌还是非常牛逼的，就是呃有一张图是这个这个单位时间的迭代次数以及成功率，然后这个东西是一个这个正比，所以单位时间迭代的越多，你的成功率就线性的往上走。对，这个其实也是一个 RL 的看法。因为 RL 不就是不断 trial and error and trial 嘛，就是呃你不断尝试，然后尝试到一定次数，然后你就可以达到你的那个目的。那其实很多生活中的这样 case 其实都是 RL。所以当时你们引进的那个先进生产力是一种哲学理念。是的，就是说我们先不要去想什么天才的 idea 天才的算法，是的，我们把 infra 打好。对，infra 让我们从一周迭代三十次到一周迭代三百次。对，差不多。我看到过个采访有人问 Sam Altman，OpenAI
[01:21:00,000] Speaker 0: 成功的原因是什么？他说在一个，我们之所以 OpenAI 呢可以做出杰出的科技创新，是因为在一个人才密度极高的小团队里面，任何平庸的表现都是不能被容忍的。是，你赞同这样的说法吗？呃我赞同，因为人才密度如果上去的话，然后你可以自发地涌现出一些意想不到的东西。然后但如果比如说换一个环境，就比如说这个大家都是很平庸的话，那可能就是个人自扫门前雪，然后就做完自己的就好了，然后就呃可能会拖延。对，当时你去的时候 OpenAI 应该是个几百人的公司。呃我是 280。你是 280。对。现在 OpenAI 应该上几千人了。呃三千多了吧。三千多所以十倍了。对，啊三年的时间。是的。那你觉得 OpenAI 还能保持曾经的这种小而美的团队做出硬核创新的风格吗？我觉得这个概率是下降但是没有下降那么厉害。对，但你总是可以划分出来一个小团队然后去专门去做一些研究。那你觉得 OpenAI 的领导层有什么比较有意思的努力能够在这方面避免得比较好吗？还是能够让小团队然后人才密度，然后硬核的创新？呃比如说简化一些这个组织架构啊，然后把一些不合理的一些 meeting 全部给取消掉，然后呃就是我觉得主要还是组织架构更重要一些。什么是一个高效的利于硬核创新的组织架构？信息流通通畅。怎么理解？比如说今天有一个决策，然后可以无损地传达到下面，然后下面有做什么最新的进展，然后可以无损地传达到上面。不然的话你可能上面做决策的跟下面干活的这个可能就是想往完全不同的两个方向，然后劲不往一处使。OpenAI 是怎么做到这个好的信息流通呢？首先像 Sam 跟 Greg，呃他们会有专门的，呃就 Sam 的话之前是会有专门的一个研究助理来去帮他去了解最新的一些公司内部的研究进展，Greg 那不用说了，就是他整个 infra 这个底下几乎都是他参与过的，对所以说他们俩对于这个技术是非常熟悉的，然后所要做的就是保持技术的敏感性，呃至少要知道这个当前做这个东西到了什么地步了，然后有什么最新的进展，然后会有什么用。所以这个事儿得是一把手二把手这样的人，他得愿意钻进去钻研到细节里面，了解到公司的每一个毛细血管。我觉得管公司跟管代码库其实也有很类似，就是 consistency。
[01:24:00,000] Speaker 0: 嗯，你如果不 consistent 的话，就不一致的话，那么你可能就是就像一个人，这个比如说就像一个拼砖的人类，他的身子动了但是脚没动，那就很奇怪。好，那我们聊聊 post training。我们先从 3.5 开始聊吧。但是实际上 3.5 的这个 PPO 其实也没有调通那么多，我是先调通了 4，因为 3.5 当时是用旧的那套 infra，然后新的 infra 是这个 2024 年 8 月刚刚好，然后我就先在新的 infra 上调通了这个第一版的 PPO，然后用 4 跑的，然后就是应该是 2022 年 9 月的时候。啊这个很有意思，所以当时 3.5 出来的时候其实内部 4 早就有了，对，而且 RLHF 是先在 4 上调 work 的，是的，然后再在 3.5 上成立的。呃是的，但是实际上其他组其实也帮我们踩了不少坑，我们就用了这个已有的一些 pipeline，能怎么用怎么用，但是主要还是自己，就主要的一些东西，比如说 reward model 怎么 train 啊，那还是自己 train，然后数据怎么收集也是自己收集的，然后像这个 infra 到底出什么问题也是我们自己跑。那在当时想把 RLHF 搞 work 有什么关关键的挑战和突破。我觉得就是你应该怎么去衡量这个性能是什么样的？因为谁都不知道这个性能应该是什么样的。你的意思是你训练了很多个 checkpoint 之后，你不知道是不是变得更好啊？对，就比如说这个单一的 reward 是会发生这个 reward hacking 的，有可能它的这个 reward saturate 就变成一条直线，就慢慢慢慢涨上来然后变成条直线，但是真实的情况是这个人如果人类有个 reward 的话，那它可能先上去然后再慢慢往下掉，这就是 reward hacking。然后所以说呃，你没有办法知道哪一个 checkpoint 是真的比其他的 checkpoint 好。嗯，所以说呃选 checkpoint 其实也是个技术活，但是我我们其实没有花太多时间去选 checkpoint，就是直接呃建了一堆这个 sampling based 的 eval，然后来看一下每个 benchmark 上面到底是什么样的，然后但是更多的就是那个那个 benchmark 其实只是个数，然后如果它过了一个数就就就好了，就呃也没有也不能说它好也不能说它坏，因为你每次跑一个 model 然后它的那个这个方差就非常大。嗯，就很呃很有很多噪音。那最后是怎么解决的？最后就还是就是你真的拉下来看一看，然后跟它交互几次，然后看一下，就比如说对于自己的一些这个体验是什么样的，然后多找几个人来看，然后来大家投票。所以就是 eval RLHF 还是用 HF 来 eval。是的。
[01:27:00,000] Speaker 0: 是的，只能是这样，就没有办法了。因为当时技术就是就是没有办法。嗯嗯嗯，所以这个是你相当于第一次在工业级的 level 上搭 RL infra。对。你觉得这样的，就是大模型需要的这种大规模的 RL infra 和你曾经搭过的像天寿这样的 single task 或者 toy task RL infra 的区别在哪？呃我觉得区别非常大，因为呃 toy task 的 bottleneck 在于环境，因为它的模型很简单，你不管是训练还是采样这个 action，呃都是非常便宜的。但是 RL infra 的话就是你的模型很大，但是环境非常简单，环境就是一个 prompt，然后但是模型采样的话你要考虑如何高效的采样了。然后训练的话你要考虑高效的训练，因为这个东西是可能对于提供环境提供这个 prompt 这个可能就几微秒，但是这个跑一遍这个 inference 跑一遍 training 那可能就是好好几百秒或者几千秒也有可能，就是如果你 GPU 少的话。那你觉得未来的这些 model 比起 3.5，比起 4 有什么新的挑战？嗯，就对于 RL infra 这一块来说，我觉得还是性能上面或者说 scale up如何 scale up？就是说怎么能够用更多的 GPU，怎么能够更高效地吞吐，啊对对是的是的。那就是牵扯到不单单是 RL 的部分，还有模型的 inference。对，就可能更 end to end 的一些，呃并且就是会深入到一些这个实现细节当中，然后去做一些 end to end 的优化。那其实你做的是一个相当 intersection 的一个部分，就是既有 RL，你得懂 RL，然后你得懂 ML sys。对，然后你还得懂 language model 是怎么 inferenced 的，对吧这些你得明白。是的。嗯。可能不在那个位置，说实话学校的学生是学不了这种东西的。啊是的，就那个位置非常锻炼人，然后还很累。啊，然后后面就是我其实有一段时间就是做得确实非常累，然后还进了 ER，就是加班加太狠了然后脑子疼，受不了了然后就到 ER 看了一下，但是 ER 医生说没什么事儿。你那个时候工作强度有多大？就是早上醒来一直写 debug 或者说处理一些问题，然后一直到晚上睡觉。一周七天？一周可能平均六天，对吧？但是经历一段时间之后你会发现这是不能持久的，所以说还是，呃首先你要有这个身体，你要确保你的身体是健康的，所以说我现在养成一个习惯就是每周两次跑三千但
[01:30:00,000] Speaker 0: 我之前这个在清华的时候上体育课是就是三千不及格，然后完全不会跑三千的，但是我现在就是自发地去就意识到这件事是很重要的。对，我觉得好羡慕你过去两年在 OpenAI 干的事儿，因为你能够 explore 的是世界上大部分 99.99% 这方面的 research 和 infra engineer 完全他没有资格去碰的东西，你有先天那个得天独厚的优势，你在最先进的 model 上，然后可以做这个优化，然后你每天都在在未知的领域探索，而且你知道你的探索一定是人类历史上第一个找到这个答案。但是我我觉得我做的也是一些很 trivial 的事情，就是我觉得我的工作就是日常维护，并不需要那么多这个这个这个智商。就不需要太多智力上的，是的，就就就是你只要把事情做好做对就好了，然后方向很重要，然后你只要在对的方向上呃做一些你自己认为正确的事情就好了。那你觉得 RL for 大模型这个东西还需要 breakthrough 吗？还需要那种大的突破吗？我们还是说你觉得这个范式已经在那儿了，就是咱们把东西 infra 拉上去？呃，我觉得还是有的，就是你 again 就是不能以当前的这个状态来预测接下来会发生什么事儿，就接下来什么事情都可能会发生，有可能有新的范式，有可能有新的 RL 的范式，也有可能有 pretrain 的范式，都有可能。所以说每天都是得面对一些未知的挑战。但是话又说回来，就是我我觉得就是其实我很幸运在这个位置，但是如果把我换做任何一个人，如果他有我的 context 的话，他应该也完全可以胜任。对，所以说我不觉得这个是呃只有我能够做什么东西，这个事情就是你换任何一个正常的人类，他应该也可以做。你太谦虚了。展望未来 5 到 10 年，你觉得还有什么有待探索的地方呢？就最大的挑战会在哪儿？现有的模型的能力的瓶颈，然后我们需要看到什么样的突破？我觉得目前的这个状态就是还没有 scale up 完全，先等它这个慢慢 hill climb，先等它慢慢的从 large scale RL 的一些呃一些实验里面，然后看一下它最多能到多少性能，然后再去看之后还有什么要做的东西。所以你的意思是没有 scale up 完全不是说 compute 不够，而是说现有的性能我们还没有榨干，我们先把它现有的方法和现有的 compute 给它榨干了，我们再看看我们推到多久了再
[01:33:00,000] Speaker 0: 多，并且还有很多 infra 的 bug。哪怕你们现在的 infra 你也很确信是有 bug 的？对，这这这个这个你不能说百分百没有 bug 呀，就是，对，就是毕竟是人类嘛，然后每个人都有可能犯错，然后呃，就是你还得修一下这个比如说因为人多了，然后 context inconsistent，然后每个人都会写一些奇怪的东西。嗯，那未来大模型，然后加强学习 post train 这个 pipeline，你觉得最大的瓶颈会发生在哪？我觉得瓶颈在于修 infra 的 throughput。吞吐量。你单位时间内能修多少 bug，然后以及单位时间内能迭代多少次。嗯，能正确的迭代多少次，剩下不重要了。这个可以赋能剩下的所有的东西。是的。算法也好环境也好。对，就如果如果你把 bug 全修了那你有可能算法连改都不用改就很好，就是很好。那怎么样把 infra 的这个效率提上来呢？需要什么样的架构，需要什么样的人，需要什么样的资源？这个我们还在探索。对，就我我现在做的事情就是我其实已经不在那个最核心的位置了但是我觉得呃我应该做一些更重要的事情，就我们组在重构这个 OpenAI 内部的 infra，然后在做下一代 infra。你们的每一代的 infra 是会推倒重来，大家再根据现在的认知再做一个好的顶层架构，然后我们再像写篇论文那样写，还是会很就是小修小补？目前是推倒重来，因为之前那代 infra 已经三年多了，然后它堆积的问题其实已经很多了，然后呃我们希望就是用新的一个 infra 来去清理很多之前的 technical debt，然后能够在单位时间内能够给一些 researcher 更好的一些呃 iteration speed。所以 researcher 是不会参与到这个 infra building 的过程中的，他们可能会给一些需求，对，然后但具体写 code 怎么搞 distributed training 这个不是他们负责了。是的。嗯，然后他们可能到时候就改一个 flag 就好了。那听起来 OpenAI 的 researcher 可能是第一个被 AI 取代的工作吧？对，我感觉是的，就是反正就是单位时间内你能实验多少，他就是产 idea 嘛。对，就是 idea，idea 反正你可以很便宜地生成，就你一个人坐在那边写多少个就，然后你甚至生成 idea 这个事情也可以被 AI 模拟。对，然后下一步取代，我觉得优先会取代 researcher，然后再取代这个 infra engineer，然后就都取代了就好了。但是这个 sales 可能不太会被那么取代，因为 sales 还是要说服对面人买单，在对面什么
[01:36:00,000] Speaker 0: 然后 AI 可能没有办法那么说动人，这可能还是要人与人之间的沟通比较重要一些。OK，那我们刚刚聊了 text only 的 3.5，然后聊了多模态的，你觉得 Agent 和 RL 的 post train 这个东西会有多大的？没有本质差别，没有本质差别，本身就是同一个东西啊，就是中间多加了几步 tool call，可能就是环境会多一点，对就环境方面要改变。所以你觉得比起标准的 LLM 加 RL post train，Agent 加 RL post train 谈不上新的挑战。对，因为本质上是同一个东西。你个人对于 AGI 的定义是什么？你觉得现在我们达到 AGI 了吗？如果你觉得还没有达到或者说还差一点，你觉得 pretrain 加 RL post train 这条路能不能带我们去到那个你定义的 AGI？就是 OpenAI 内部有个笑话，你抓十五个人可能有二十种定义 AGI 的方法。对，然后我之前定义的方法是，这个东西如果能够完成呃百分之八九十的我自己认为有意义的 task，那它可能就是 AGI 了。嗯，我觉得目前还没有，因为目前的话就是我我至少从我的角度来看，我还是不放心他直接上手改我的 infra 代码，因为这个非常 out of distribution。就是 AI infra 在于它就占，相对于它的这个数据集的占比是几乎为零。呃而且 AI infra 你验证的这个这个这个反馈太长了，你需要成本也太高了，对成本太高了，就是目前还是没有办法去触及到这一块的。Good for you 听起来你短期内不会被 AI 替代，啊是但但是就是反正，呃在这个 strawberry 出来之前，然后就是我们内部其实已经呃用 strawberry 一段时间了，在那个时候，然后大家都觉得哦我的工作要被取代了，然后或者说我们就写一堆屎山吧，然后后面这个因为 strawberry 清完之后会帮我们清理，呃现在看来就是可能一两年过去了这还是这样，就是屎山还在那儿，嗯，就是并不会真正的改变什么东西，就是每个人都会 overreact，就是觉得这个技术来了哦我们要怎么怎么样，但实际上并不会这样的，它是一个很慢很慢的循序渐进的过程。你现在在 OpenAI，以前在呃学术机构清华 CMU 待过，然后可能在科研的 lab 也待过，但是现在很多人啊批评 OpenAI 已经和 open 没什么关系了，然后你自己之前你的一大爱好也是开源打破信息差，呃
[01:39:00,000] Speaker 0: 你觉得这事儿会对你的个人目标和偏好产生冲突吗？我觉得这是个 trade off。呃，我其实还是很热爱开源的，如果 OpenAI 有开源的东西，我可能会试着参与一些。但是我觉得就是我应该去做我自己认为更重要的事情，而且并且这个开源对于 OpenAI 来说它是一个 trade off。就是你没有办法直接把最好的模型开源，因为公司要生存，如公司如果不能生存的话，那么呃之后你可能就没有办法去继续融资做一些实验，然后有一些突破性的进展，这个都是很现实的问题，所以我认同这个 trade off。但是 OpenAI 在一开始建立的时候，它的架构其实是很特殊的，对，它不是以一个商业盈利的公司的架构，对，来一开始初创的，它一开始的至少公开资料上的 slogan 是让通用 AGI 平等地造福全人类，对。你觉得闭源是让这个目标更近了还是更远了？呃首先，这个通用 AGI 造福全人类这个东西是一直是拆成两个部分看的，第一个是实现 AGI，第二个是造福全人类。通用 AGI 这个就很好说，就直接这个堆这个 RL 或者说堆 pretrain 堆算力然后 scale up。造福全人类，呃目前的拆解是做产品，然后以尽可能便宜的价格，就比如说有免费的 ChatGPT 用户，然后他们可以直接接触到，能够更容易地去接触到这个技术。呃比如说这个免费应该也可以用这个语音模式，然后做一些就是体验。这样可能是更有利于这个造福全人类的，而不是直接开源你丢一个这个裸的模型权重，那他也不知道怎么用。所以你的意思是 OpenAI 的 open 不是对其他的大公司、大模型公司的 open，而是对普通人的 open？是的。但这样的 strategy 可能如果我觉得如果这是最后一英里了，咱们是百米冲刺了，要到 AGI 了，我觉得 make sense 我也认同。但如果说 AGI 还是一个不说马拉松吧，但是不是一个一时半会儿明年就能解决的事儿的话，会不会在技术上更开放更透明，也会让 OpenAI 本身更有利于尽快达到 AGI 呢？还是说你觉得其实 OpenAI 现在其实不太需要把自己的技术细节公开出来拿社区的反馈，也不需要社区任何的帮助，OpenAI 已经 self-contained 可以实现 AGI 了。让我想想啊，我觉得就是
[01:42:00,000] Speaker 0: 嗯，存在一种路径，就是你可以开源，然后你并且可以接受这个社区的反馈，然后更好实现 AGI，这个是可可以做到的，理论上可以做到，但实际上执行很多困难。就比如说，呃其他其他人这个就是因为你是第一，如果你开源了那么其他人马上就变第一，然后其他人这个再训一下，然后大其他人要闭源，然后就会导致你的这个，就不是所有人都是同一条心的。然后就会导致比如说这个 OpenAI 在当前这个环境下，它可能融不到资，然后没有人持续地为它输血。这个是有点博弈论的意思了，哪怕我是想为了 AGI 造福全人类，但是可能有人不这么想，有人就是想挣钱。对，所以为了防着这样的情况发生，OpenAI 不得不闭源。至少我在我看来是这么认为的。但这个是公司存活的考虑，对不对？是的。那如果现在 OpenAI 假如说就是无限资源，永远不用担心死的事儿，那你觉得你会很开心的把你现在这两年两三年的 RL infra 开源出去，你会很开心吗？我当然会很开心啊，就是呃其实这个张硕们还问过我这事儿要不要开源，然后我当时觉得不太好吧，就是呃因为这为了公司的考量，但是他还问了我这个事儿，对。所以是不是 DeepSeek 至少它 OpenWeights 这个事儿让 OpenAI 重新有一轮内部评估？是的是的。你刚说 OpenAI 的使命要拆成两部分，首先实现 AGI，再造富全人类。嗯，更深地说我们要理解这个使命的话，你觉得真要实现这个过程最大的机遇和挑战是什么？执行，对着正确的方向执行，只要能执行就好，就不要再出现一次，就比如说2023年11月公司快倒闭的时候，Sam Altman 被开除那次。对对对，就你希望整个组织架构越稳定越好，能够有利于你快速地往前进。是的。所以从内部的视角看当时 Sam 被开除，你们内部是什么样的接收到的信息？因为我们在外部接触到的信息都是很玄幻的说什么伊利亚到底看到了什么？没有，那就是随便谣传的，就是捕风捉影然后很多人在这边造造谣，对。所以你内部的视角是什么？内部的视角就是，嗯，应该是就是不信任，就是伊利亚跟其他的一些董事会成员不信任 Sam，然后投票把他投出去了。然后但是我们底下干活的人就觉得非常 surprise，非常震惊，不知道发生了啥，因为董事会之前是对底下的人缺乏透明度的，然后我们
[01:45:00,000] Speaker 0: 也不知道这个决策是怎么做的。然后这个不信任是不信任他什么？呃，不信任他这个人。因为你可以去看这个官方公开的那个调查报告，对，这是一致的。但其实最后的结局是伊利亚走了。对。这个化学反应是怎么发生的？就是明明已经把他开除了，他也不信任 Sam，但最后好像 Sam 是更得人心的那一个。因为很多员工就觉得如果有一个纯技术出身的人领导的话，那可能没有那么多远见。就是 AGI 的实现并不只是因为技术，你技术实现了就好了，但还是有很多商业的因素掺杂在里面，就比如说你要融资，你要算力，你要如何去说服一些人去给你愿意投钱，这个其实也是很重要的一部分。然后如果你只有一个呃很好的一些这个研究经验的话，那可能还不是很支持你走这么长的路。就是从长远来看还是需要 Sam 这样的人的。所以 Sam 可能反而是 AI 最难替代的那个人，因为他需要在商业，甚至在地缘政治，在资源就是你可以把 Sam 抽象成一个 personality，抽抽象成一个 identity，然后这个 identity 短时间内如果你用一一个 AI 来替代的话，那就是这个别人对这个这个这个这个 ID 的认同感就会缺失，所以说这个是不能替代的。嗯，对，嗯。你刚刚说张书曼走的那天下午你难过了好久，但其实张书曼不是唯一一个离开 OpenAI 的。对，OpenAI 在取得巨大的成功之后有无数的团队成员都走了。你觉得一个极度成功的一个组织，像 OpenAI 这样，最后大量的人才流失是必然的吗？是不可避免的吗？一个健康的组织是所有人都是可以替代的，就是你只要能够持续地培养新人，有造血能力，然后能让这个组织正常运转就可以的，哪怕虽然走了很多人，但是还是可以花一些时间精力然后再培养一波新人，然后持续地造血相当于干细胞一样。所以 OpenAI 现在没有谁是不可替代的。是的。那是不是也就意味着 OpenAI 做的东西外面的人也不是说难如登天不能复刻了？你可以这么认为，因为其实就是把最简单的东西做好就好了，没有什么黑魔法。现在我们可能这个世界在发生人类历史上最激烈的一次科技竞赛，OpenAI 是点燃这个
[01:48:00,000] Speaker 0: 这一切的那个公司，我想知道你们现在内部的氛围有多 intense，就是你们会有很大的压力吗？看组，看 deadline，看这个 project timeline，就是比如说 post training，呃目前这个压力还是挺大的。然后像其他组，比如说我们现在在重构 infra，那可能有压力但是没有像 post training 那么大，因为他们是有很明确的 deadline，然后我们可以稍微延一延，因为我们需要更就着眼于更长远的考虑，我们要把这个事情弄对。所以其实外部的激烈的竞争，不管是来自 XAI、Anthropic 还是中国的大模型公司，会传导到你们内部的公司的日常开发的。呃不太会，除了 DeepSeek 那一波，就是因为他们声称 Twitter 上声称他们的迭代速度非常快，然后这个还是引起了很多人的警觉的，因为内部的速度迭代速度其实相比于其他是有点慢的，所以说这就是为什么我们要重构 infra。所以其实对于 OpenAI 这样的基座模型大模型公司来说生死线是因Infra 的 cycle time。对。其他的一些比如说 data 呀或者说什么算法有多少 researcher？这就投人就好了。嗯，这是人力，单位成本的人力。AI Infra 不是人力吗？好问题，呃但是 AI Infra 需要更多的 context，但是如果你只是数据的一些 ablation 啊，像这个跑跑些实验啊，那这个就是不要那么多 context，你就直接很简单的就是你进来然后写个 for loop 然后把这个 data config 弄好，然后跑就完了。嗯，对，这个其实都可以自动化。所以你们真正警觉的点是意识到 DeepSeek 内部的 infra 很好，他们迭代得很快，对，这个是引起了你们注意，对，其实你们不 care 哪个 model 在哪个榜上又比 GPT 高了多少，是，这个根本不是你们 care 的东西。就是我们很长时间以来都没有在特地的去为了刷 LM sys 而做什么事情。而你们真正 care 的是那个单位时间内，呃迭代速度和成功率的那个东西。对。你觉得 OpenAI 现在这个指标上是全世界第一吗？不是，肯定不是。就是这个跟组织架构有很大的关系，其实就你比如说你抽出一个这个团队然后去搞个 startup，然后他们的迭代速度可能是斜率远比 OpenAI 高，因为你首先你代码库小，然后沟通成本少，然后你只要集中于你的这个 use case。
